"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","F1101","F1102","F1103","F1104","F1105","F1106","F1107","F110701","F110702","F1108","F1109","F1110","F1111","F2401","F2402","F2403","F2404","F2705","F270501","F270502"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","F1101_(Population census) Population in labour force[person]","F1102_(Population census) Employed persons[person]","F1103_(Population census) Employed persons, mostly worked[person]","F1104_(Population census) Employed persons, worked besides doing housework[person]","F1105_(Population census) Employed persons, working besides mainly attending school[person]","F1106_(Population census) Employed persons, Absent from work[person]","F1107_(Population census) Unemployed persons[person]","F110701_(Population census) Unemployed persons (Male)[person]","F110702_(Population census) Unemployed persons (Female)[person]","F1108_(Population census) Population not in labour force[person]","F1109_(Population census) Population not in labour force, doing housework[person]","F1110_(Population census) Population not in labour force, attending school[person]","F1111_(Population census) Population not in labour force, others[person]","F2401_(Population census) No. of employees[person]","F2402_No. of board member of company, etc.[person]","F2403_No. of self-employed, employing others[person]","F2404_No. of self-employed, not employing others[person]","F2705_Commuters to other municipalities[person]","F270501_Commuters to other municipalities (Male)[person]","F270502_Commuters to other municipalities (Female)[person]"
"2015100000","2015","13123","Tokyo-to Edogawa-ku","","315571","303120","247847","41090","6982","7201","12451","7863","4588","164642","66721","31870","66051","232017","17246","4395","16950","166452","104338","62114"
"2015100000","2015","13201","Tokyo-to Hachioji-shi","","259121","247855","194238","37792","10699","5126","11266","7513","3753","187401","69802","39302","78297","201003","12309","3523","14269","109378","73425","35953"
"2015100000","2015","13202","Tokyo-to Tachikawa-shi","","78021","74695","60898","10322","1784","1691","3326","2085","1241","48835","19193","7900","21742","60072","3499","1061","4529","42958","27171","15787"
"2015100000","2015","13203","Tokyo-to Musashino-shi","","68434","66129","54746","7972","1970","1441","2305","1341","964","40692","18009","7911","14772","50358","4644","1196","4788","43167","25676","17491"
"2015100000","2015","13204","Tokyo-to Mitaka-shi","","97424","94138","78240","11708","2491","1699","3286","2013","1273","56553","22949","11621","21983","62754","4715","1258","5724","51121","30714","20407"
"2015100000","2015","13205","Tokyo-to Ome-shi","","62559","59533","48259","9020","1275","979","3026","2074","952","46538","16305","6339","23894","48100","2703","944","3585","29136","19445","9691"
"2015100000","2015","13206","Tokyo-to Fuchu-shi","","128317","123572","101273","16103","3452","2744","4745","3024","1721","74151","29881","13689","30581","101243","5639","1716","6817","68152","43311","24841"
"2015100000","2015","13207","Tokyo-to Akishima-shi","","54651","51949","42505","7375","1043","1026","2702","1765","937","35056","13694","5409","15953","43012","2222","788","2913","31138","19785","11353"
"2015100000","2015","13208","Tokyo-to Chofu-shi","","111962","106263","87896","13139","3096","2132","5699","3690","2009","68956","28828","13858","26270","83551","5735","1578","6540","67132","41013","26119"
"2015100000","2015","13209","Tokyo-to Machida-shi","","184842","177299","140124","28507","5026","3642","7543","4892","2651","141019","56380","24017","60622","140972","9328","2445","10614","102227","67868","34359"
"2015100000","2015","13210","Tokyo-to Koganei-shi","","57575","55350","44760","7142","2264","1184","2225","1415","810","35686","14600","8202","12884","44256","2695","736","3606","38657","23507","15150"
"2015100000","2015","13211","Tokyo-to Kodaira-shi","","86082","82716","65372","11825","3747","1772","3366","2154","1212","60101","23550","12916","23635","66635","3804","1109","5164","52862","32495","20367"
"2015100000","2015","13212","Tokyo-to Hino-shi","","83763","80597","64916","11292","2757","1632","3166","2079","1087","57727","23072","10897","23758","67072","2916","913","4421","50845","31995","18850"
"2015100000","2015","13213","Tokyo-to Higashimurayama-shi","","69310","66448","53252","10024","1648","1524","2862","1843","1019","49603","18940","7896","22767","53665","2936","938","4359","42789","26847","15942"
"2015100000","2015","13214","Tokyo-to Kokubunji-shi","","56463","54565","43912","7398","2017","1238","1898","1216","682","35182","14770","7396","13016","43290","2768","777","3283","38329","23235","15094"
"2015100000","2015","13215","Tokyo-to Kunitachi-shi","","34108","32761","26389","4564","1140","668","1347","886","461","22621","8903","4918","8800","25406","1963","642","2122","21883","13262","8621"
"2015100000","2015","13218","Tokyo-to Fussa-shi","","26074","24773","20293","3413","544","523","1301","902","399","16164","6117","2210","7837","20202","1082","456","1595","15926","9859","6067"
"2015100000","2015","13219","Tokyo-to Komae-shi","","37688","36320","29438","4926","1067","889","1368","871","497","22258","9444","4023","8791","28127","1992","588","2618","25149","14806","10343"
"2015100000","2015","13220","Tokyo-to Higashiyamato-shi","","38783","36999","29876","5634","827","662","1784","1168","616","26989","11127","4023","11839","29859","1824","516","2454","24309","15349","8960"
"2015100000","2015","13221","Tokyo-to Kiyose-shi","","32466","30900","24773","4658","882","587","1566","1018","548","25192","9272","3869","12051","24631","1356","463","2088","20068","12311","7757"
"2015100000","2015","13222","Tokyo-to Higashikurume-shi","","54015","51694","41320","7958","1234","1182","2321","1511","810","37745","15284","6122","16339","40789","2588","838","3593","33105","20548","12557"
"2015100000","2015","13223","Tokyo-to Musashimurayama-shi","","31168","29711","23356","5024","654","677","1457","950","507","20084","7758","2955","9371","22711","1476","503","2193","16054","10436","5618"
"2015100000","2015","13224","Tokyo-to Tama-shi","","64761","61709","49323","9134","2052","1200","3052","2035","1017","46970","18681","7469","20820","50280","2947","709","3431","37714","24310","13404"
"2015100000","2015","13225","Tokyo-to Inagi-shi","","42237","40622","32554","6237","1014","817","1615","1040","575","25287","10443","5019","9825","33301","2000","485","2349","28170","17875","10295"
"2015100000","2015","13227","Tokyo-to Hamura-shi","","27841","26392","21820","3647","524","401","1449","957","492","17047","6754","2839","7454","22145","1069","355","1504","16258","9941","6317"
"2015100000","2015","13228","Tokyo-to Akiruno-shi","","36227","34702","27309","5907","761","725","1525","1041","484","25913","9854","3774","12285","27026","1711","659","2482","19399","12562","6837"
"2015100000","2015","13229","Tokyo-to Nishitokyo-shi","","94275","90489","72854","12876","2680","2079","3786","2446","1340","61805","24534","12175","25096","71855","4481","1275","6055","60911","37337","23574"
"2015100000","2015","13303","Tokyo-to Mizuho-machi","","16565","15799","12490","2606","325","378","766","526","240","9921","3768","1589","4564","12131","833","300","1269","8450","5259","3191"
"2015100000","2015","13305","Tokyo-to Hinode-machi","","7465","7154","5659","1218","140","137","311","203","108","7117","2278","784","4055","5823","336","132","587","4307","2701","1606"
"2015100000","2015","13307","Tokyo-to Hinohara-mura","","1049","1017","789","193","9","26","32","25","7","997","319","73","605","683","57","25","172","415","275","140"
"2015100000","2015","13308","Tokyo-to Okutama-machi","","2316","2191","1736","398","24","33","125","96","29","2560","810","176","1574","1678","126","74","229","810","519","291"
"2015100000","2015","13361","Tokyo-to Oshima-machi","","4063","3989","3397","512","10","70","74","55","19","2947","797","402","1748","2809","221","142","583","20","12","8"
"2015100000","2015","13362","Tokyo-to Toshima-mura","","239","239","191","38","0","10","0","0","0","44","14","0","30","160","11","3","47","0","0","0"
"2015100000","2015","13363","Tokyo-to Niijima-mura","","1521","1495","1273","192","3","27","26","17","9","911","276","65","570","961","59","67","276","10","5","5"
"2015100000","2015","13364","Tokyo-to Kouzushima-mura","","1110","1097","902","168","3","24","13","6","7","484","190","56","238","651","44","56","222","4","4","0"
"2015100000","2015","13381","Tokyo-to Miyake-mura","","1447","1413","1226","158","1","28","34","24","10","815","255","38","522","1018","96","47","181","4","2","2"
"2015100000","2015","13382","Tokyo-to Mikurajima-mura","","217","217","193","20","0","4","0","0","0","61","33","3","25","167","5","14","16","1","0","1"
"2015100000","2015","13401","Tokyo-to Hachijo-machi","","4178","4064","3310","640","9","105","114","84","30","2465","888","194","1383","2575","213","197","769","20","12","8"
"2015100000","2015","13402","Tokyo-to Aogashima-mura","","140","139","117","18","0","4","1","0","1","14","8","0","6","111","5","5","13","0","0","0"
"2015100000","2015","13421","Tokyo-to Ogasawara-mura","","2146","2128","1872","198","9","49","18","13","5","427","231","54","142","1693","87","65","201","6","2","4"
"2015100000","2015","14100","Kanagawa-ken Yokohama-shi","","1738600","1673913","1348445","246764","44098","34606","64687","41634","23053","1131324","477434","186819","467071","1391093","90173","22095","79317","1089055","696056","392999"
"2015100000","2015","14101","Kanagawa-ken Yokohama-shi Tsurumi-ku","","140346","135448","111369","18121","2719","3239","4898","3180","1718","70810","30693","11366","28751","111803","7020","1793","5694","83257","53122","30135"
"2015100000","2015","14102","Kanagawa-ken Yokohama-shi Kanagawa-ku","","116178","111961","91819","14177","3495","2470","4217","2716","1501","62805","26639","10886","25280","92189","5686","1477","5267","74425","45579","28846"
"2015100000","2015","14103","Kanagawa-ken Yokohama-shi Nishi-ku","","48133","46397","39227","5399","755","1016","1736","1070","666","23782","10392","3497","9893","37330","2932","711","2082","30161","18340","11821"
"2015100000","2015","14104","Kanagawa-ken Yokohama-shi Naka-ku","","64441","61527","50910","8051","1018","1548","2914","1872","1042","37623","15363","5317","16943","46467","5118","1288","3444","31569","20215","11354"
"2015100000","2015","14105","Kanagawa-ken Yokohama-shi Minami-ku","","90067","85944","69902","12324","1724","1994","4123","2666","1457","57063","23328","7837","25898","70063","4537","1206","4481","57627","35279","22348"
"2015100000","2015","14106","Kanagawa-ken Yokohama-shi Hodogaya-ku","","95204","91437","72865","13625","2950","1997","3767","2391","1376","64218","25489","10406","28323","75677","4827","1093","4786","61789","38728","23061"
"2015100000","2015","14107","Kanagawa-ken Yokohama-shi Isogo-ku","","77962","74750","60621","10860","1690","1579","3212","2076","1136","53407","22794","7114","23499","63298","3490","970","3393","51217","31661","19556"
"2015100000","2015","14108","Kanagawa-ken Yokohama-shi Kanazawa-ku","","94022","90363","71354","14341","3015","1653","3659","2514","1145","70406","29874","11108","29424","77047","4491","1224","3841","53343","35347","17996"
"2015100000","2015","14109","Kanagawa-ken Yokohama-shi Kohoku-ku","","165533","160198","131958","20701","4161","3378","5335","3349","1986","88320","39537","16859","31924","132154","8859","1975","7553","104864","66088","38776"
"2015100000","2015","14110","Kanagawa-ken Yokohama-shi Totsuka-ku","","126865","122311","97835","18729","3335","2412","4554","2930","1624","89838","38350","14074","37414","104618","5506","1357","5348","77485","50900","26585"
"2015100000","2015","14111","Kanagawa-ken Yokohama-shi Konan-ku","","98999","95157","76074","14801","2319","1963","3842","2493","1349","73421","30229","10532","32660","80404","4821","1298","4246","64400","41022","23378"
"2015100000","2015","14112","Kanagawa-ken Yokohama-shi Asahi-ku","","111551","107012","85194","17042","2609","2167","4539","2908","1631","86012","34083","11688","40241","88984","5072","1315","5278","68978","44594","24384"
"2015100000","2015","14113","Kanagawa-ken Yokohama-shi Midori-ku","","85786","82590","65972","12655","2293","1670","3196","2069","1127","55541","23201","9769","22571","70401","3614","904","3868","56967","36375","20592"
"2015100000","2015","14114","Kanagawa-ken Yokohama-shi Seya-ku","","55207","52794","41505","8623","1457","1209","2413","1524","889","40946","16519","5857","18570","44230","2174","659","2843","34613","22282","12331"
"2015100000","2015","14115","Kanagawa-ken Yokohama-shi Sakae-ku","","53656","51452","41124","8102","1232","994","2204","1459","745","44977","19141","5884","19952","43885","2376","674","2381","36718","23065","13653"
"2015100000","2015","14116","Kanagawa-ken Yokohama-shi Izumi-ku","","69770","66817","53084","10801","1720","1212","2953","1968","985","54999","22259","8165","24575","56419","3304","932","3371","45445","29496","15949"
"2015100000","2015","14117","Kanagawa-ken Yokohama-shi Aoba-ku","","144570","140170","110961","22096","4635","2478","4400","2781","1619","98687","43896","22620","32171","115575","9577","1974","6948","96877","63767","33110"
"2015100000","2015","14118","Kanagawa-ken Yokohama-shi Tsuzuki-ku","","100310","97585","76671","16316","2971","1627","2725","1668","1057","58469","25647","13840","18982","80549","6769","1245","4493","59320","40196","19124"
"2015100000","2015","14130","Kanagawa-ken Kawasaki-shi","","702036","676420","556964","87477","17231","14748","25616","16416","9200","374795","158589","67482","148724","562517","32987","8176","32217","446401","278459","167942"
"2015100000","2015","14131","Kanagawa-ken Kawasaki-shi Kawasaki-ku","","104762","99048","83283","12177","1574","2014","5714","3943","1771","56238","21962","7162","27114","81191","5041","1395","4206","45111","29430","15681"
"2015100000","2015","14132","Kanagawa-ken Kawasaki-shi Saiwai-ku","","77307","74372","61936","9285","1284","1867","2935","1937","998","42018","17397","5602","19019","63118","3337","925","3040","50484","31493","18991"
"2015100000","2015","14133","Kanagawa-ken Kawasaki-shi Nakahara-ku","","128382","124746","105767","13442","2623","2914","3636","2198","1438","54657","24494","10938","19225","105694","5255","1296","5052","86569","53429","33140"
"2015100000","2015","14134","Kanagawa-ken Kawasaki-shi Takatsu-ku","","110407","106690","88034","13728","2656","2272","3717","2277","1440","52431","22852","9890","19689","88034","5123","1159","5260","73573","44883","28690"
"2015100000","2015","14135","Kanagawa-ken Kawasaki-shi Tama-ku","","98173","94565","76875","11790","3800","2100","3608","2326","1282","54090","21195","11775","21120","77570","4148","1094","4949","64339","39718","24621"
"2015100000","2015","14136","Kanagawa-ken Kawasaki-shi Miyamae-ku","","102538","99207","79247","15133","2732","2095","3331","2084","1247","59421","26444","11568","21409","82430","5596","1271","5436","70680","44272","26408"
"2015100000","2015","14137","Kanagawa-ken Kawasaki-shi Asao-ku","","80467","77792","61822","11922","2562","1486","2675","1651","1024","55940","24245","10547","21148","64480","4487","1036","4274","55645","35234","20411"
"2015100000","2015","14150","Kanagawa-ken Sagamihara-shi","","339361","324631","258910","49583","9425","6713","14730","9774","4956","215309","86111","36898","92300","270366","14607","4137","17410","171286","112677","58609"
